,Título,Número de registro,Denominação,Classificação,Local de produção,Data de produção,Autor,Material/Técnica,Dimensões - altura,Dimensões - largura,Situação,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Dimensões - peso,Resumo descritivo,Condições de reprodução,Mídias relacionadas,ACERVO,URL,TAINACAN_COLECTION_ID
60,,1306,Estola casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,corte | costura | fio de linha | tecido,,"18,3",,,,,,"Estola confeccionada em tecido adamascado carmim, com ornatos em motivos fitomorfos na parte frontal do objeto, contendo três cruzes em tecido brocado amarelo, estando duas delas próximas às extremidades e a outra disposta ao centro. Apresenta as extremidades ornadas por barras em tecido brocado amarelo, com a mesma padronagem das cruzes, tendo série de flores estilizadas intercaladas por losangos com trama em pequenos retângulos, além de franjas em fios amarelos. Parte posterior em tecido (linho) bege liso, contendo carimbo das Mercês pouco legível, com a inscrição em letras pretas.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
61,,1307,Faixa funerária,09 Objetos Cerimoniais > 09.4 Objeto Funerário,[Europa] | Alemanha,Século XX,,corte | costura | pintura | tecido | tinta,"93,5 (sem franjas)  ",20,,,,,,"Faixa funerária confeccionada em tecido vermelho, de estrutura vertical, contendo as seguintes inscrições em letras douradas e em cinco linhas, dispostas na parte frontal: “ALS/ LETZTEN GRUB/ CATU/ U HEINERLE/ ROLLE”. Logo abaixo, círculo branco (pouco visível). Na extremidade inferior, barra delgada com trama quadriculada e franjas em fios metálicos.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
62,,1310,Dalmática,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XIX/XX,Não identificada,aplique | corte | costura | fios metálicos | tecido,103,"77,5",,,,,,"Dalmática confeccionada em tecido adamascado creme ornado por motivos florais e fitomorfos, tendo, na parte central, tira vertical em tecido adamascado carmim, cercado por friso em fios metálicos dourados com arcos seriados. Borda composta por friso metálico na mesma padronagem do friso. Peça de mangas largas, de recorte retangular em tecido adamascado claro e com extremidades em tecido carmim adamascado, com borda em fios metálicos. Apresenta gola em “V” e parte interna forrada por tecido (linho) liso.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
63,,1311,Casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,corte | costura | fio de linha | pintura | tecido | tinta,116,"70,5",,,,,,"Casula confeccionada em tecido creme acetinado ornado na parte central inferior e laterais por pintura com motivos florais em formato de buquê, tendo flor central em tom vermelho e folhagens verdes. Apresenta tiras verticais e borda em tecido brocado amarelo, gola em “V” cercada pelo mesmo tipo de brocado das tiras. Na parte posterior da peça, cruz latina contornada por tecido brocado amarelo contendo, ao centro, monograma “JPS” (?) em tom amarelo cercado por motivos florais pintados na mesma padronagem da parte frontal em todo o corpo da cruz e nas laterais. Borda em tecido brocado amarelo. Parte interna forrada de tecido (algodão) branco liso, contendo cadarço costurado na altura do peito para amarração da indumentária.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
64,,1312,Casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil | Rio de Janeiro,Século XX,F.R. Lucena & Cia (RJ),carimbo | corte | costura | fio de linha | tecido | tinta,"101,5",72,,,,,,"Casula confeccionada em tecido adamascado creme com ornatos mais claros em motivos fitomorfos, tendo tiras verticais e borda em tecido brocado amarelo ornado por traços sinuosos seriados intercalados por botão de flor. Apresenta gola em “V” ornado com brocado da mesma padronagem das tiras. Parte posterior da peça com fundo em adamascado creme nas laterais e, na parte central, tecido adamascado com fundo claro e motivos florais em tom amarelo acetinado, com a mesma padronagem da parte frontal. Parte interna forrada em tecido amarelo claro encorpado, contendo cadarço costurado na altura das costas. Na parte interna da gola, etiqueta retangular em tecido verde claro com a seguinte inscrição em letras amarelas: “F.R. LUCENA & Cia/ 86. 88 RUA DA QUITANDA/ RIO DE JANEIRO”. Na parte interna barra, carimbo em tinta azul com coroa imperial inserida em emblema oval cercado pela legenda: “CAPELLA NOSSA SENHORA DAS MERCES/ DIAMANTINA – MINAS”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
65,,1313,Casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,carimbo | corte | costura | fio de linha | tecido | tinta,106,72,,,,,,"Casula confeccionada em tecido (veludo) preto liso ornado por tiras verticais em tecido brocado amarelo com ornatos em cachos de uvas estilizados e folhagens. Peça cercada na borda por tecido brocado na mesma padronagem das tiras. Apresenta gola em “V” e barra arredondada. Decoração da parte posterior semelhante à parte frontal. Parte interna da peça forrada em tecido (linho) cru, contendo carimbo azul disposto na barra com coroa imperial inserida em emblema oval cercada pela legenda “CAPELLA NOSSA SENHORA DAS MERCES/ DIAMANTINA – MINAS”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
66,,1314,Casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,carimbo | corte | costura | fio de linha | tecido | tinta,113,75,,,,,,"Casula confeccionada em tecido adamascado carmim com ornatos em motivos fitomorfos e tiras verticais em tecido brocado amarelo ornado por losangos e motivos florais estilizados na parte central e na borda. Apresenta gola em “V” e mesma padronagem decorativa na parte posterior da peça. Parte interna da peça forrada em tecido (linho) cru, contendo carimbo azul disposto na barra arredondada com coroa imperial inserida em emblema oval cercada pela legenda “CAPELLA NOSSA SENHORA DAS MERCES/ DIAMANTINA – MINAS”. Na parte interna superior, na altura da gola, carimbo preto com a seguinte inscrição inserida em estrutura retangular: “Nª S./ Das M.”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
67,,1315,Casula,12 Objetos Pessoais > 12.8 Peça de Indumentária,Brasil,Século XX,Não identificada,corte | costura | fio de linha | tecido,119,70,,,,,,"Casula confeccionada em tecido adamascado carmim com ornatos em motivos fitomorfos florais, contendo tiras verticais e borda em tecido brocado amarelo decorado com cachos de uvas estilizadas. Parte interna da peça forrada em tecido amarelo encorpado e liso. Apresenta barra arredondada e gola em “V”.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
68,,1316,Véu de porta-missal,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil | Minas Gerais,Século XX,Não identificada,corte | costura | tecido,,47,,,,,,"Véu [de porta-missal], de formato retangular, confeccionado em tecido verde acetinado, com aplicação de tecido bege brocado. Peça com duas tiras delgadas, aplicadas próximas às extremidades, ornadas por quadros seriados com motivos decorativos em losango ao centro. Objeto emoldurado por friso com a mesma padronagem das tiras. Parte posterior do objeto em tecido bege com carimbo, com inscrição em letras pretas, inserida em retângulo: “LVS.”",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
69,,1317,Véu de porta-missal,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil | Minas Gerais,Século XIX/XX,Não identificada,costura | fios corte | tecido,,41,,,,,,"Véu [de porta-missal], de formato retangular, confeccionado em tecido brocado carmim costurado, contendo franjas em tom amarelo aplicadas em apenas uma das extremidades. Tecido ornado por motivos fitomorfos e florais, em tom vermelho mais claro. Peça ornada por duas tiras em tecido brocado amarelo, posicionadas próximas a cada uma das extremidades e cercado por friso delgado amarelo com a mesma padronagem das tiras. Parte posterior em tecido amarelo.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
70,,1318,Véu de porta-missal,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil | Minas Gerais,Século XIX/XX,Não identificada,costura | fios corte | tecido,,47,,,,,,"Véu [de porta-missal], de formato retangular, confeccionado em tecido brocado em tom roxo, costurado sobre tecido bege (linho). Tecido da parte frontal do objeto ornado por motivos florais, em tom roxo mais claro. Peça ornada por uma tira de tecido amarelo brilhoso, com ornatos em volutas estilizadas intercaladas por espécie de favos de mel e com frisos em tracejado nas laterais. Tira posicionada mais próxima a uma das extremidades. Peça emoldurada por friso em tecido amarelo na mesma padronagem da tira. Parte posterior em tecido liso.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
71,,1319,Véu de cálice,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil | Minas Gerais,Século XX,Não identificada,bordado | costura | fios corte | tecido,,47,,,,,,"Véu de cálice, de formato quadrado, confeccionado em tecido branco liso (levemente brilhoso), contendo ornato em cruz latina dourada, bordada próxima a uma das extremidades do objeto. Peça emoldurada por friso dourado ornado com motivos florais e frisos simples. Parte posterior lisa.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
72,,1320,Véu de cálice,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil | Minas Gerais,Século XX,Não identificada,bordado | costura | fios corte | tecido,,"53,5",,,,,,"Véu de cálice, de formato quadrado, confeccionado em tecido creme acetinado, contendo ornato em cruz latina dourada, bordada próxima a centro do objeto. Peça emoldurada por friso dourado ornado com motivos florais brilhosos. Parte posterior lisa.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
73,,1321,Véu de cálice,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil | Minas Gerais,Século XX,Não identificada,aplique | costura | fios corte | tecido,,"52,5",,,,,,"Véu de cálice, de formato quadrado, confeccionado em tecido (viscose), em tom preto, contendo cruz aplicada ao centro. Peça com estrutura composta por dois pedaços de tecido costurados, ornada em um dos lados por cruz latina em tecido amarelo brocado contendo motivos fitomorfos brilhosos. Parte posterior lisa.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
74,,1322,Véu de porta-missal,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil | Minas Gerais,Século XX,Não identificada,costura | fios corte | tecido,,"51,5",,,,,,"Véu [de porta-missal], de formato retangular, confeccionado na parte frontal em tecido adamascado bege, com ornatos em arabescos e forrado na parte posterior por tecido liso amarelo. Peça cercada por barra dourada ornada por série de volutas estilizadas intercaladas por espécie de “favos de mel”. Em uma das extremidades, apresenta franjas em tecido dourado sintético.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
75,,1323,Véu de porta-missal,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil | Minas Gerais,Século XIX/XX,Não identificada,costura | fios corte | tecido,,56,,,,,,"Véu [de porta-missal], de formato retangular, confeccionado na parte frontal em tecido adamascado bege, ornado com motivos fitomorfos e florais. Peça cercada por barra dourada ornada por série de dupla de frisos intercalados por flor. Apresenta franjas douradas em uma das extremidades. Parte posterior em tecido (linho) bege liso.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
76,,1324,Véu de cálice,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Brasil | Minas Gerais,Século XX,Não identificada,bordado | costura | fios corte | tecido,,"54,5",,,,,,"Véu de cálice, de formato quadrado, confeccionado em tecido adamascado carmim na parte frontal, ornado com motivos fitomorfos, contendo cruz latina próxima a uma das laterais, esta em tecido brocado amarelo ornada com motivos fitomorfos e cachos de uvas estilizados. Peça cercada por barra em brocado amarelo com a mesma padronagem da cruz. Parte posterior em tecido amarelo liso.",,,museudodiamante_-_acervo-museologico,https://museudodiamante.acervos.museus.gov.br/wp-json/tainacan/v2/collection/11603/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,11603
