,Número de registro,Outros números,Situação,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
11,MCP1083,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 1 Cruzeiro, em metal dourado, com bordo serrilhado, contendo no verso inscrições e decorações em motivo fitomórfico. No anverso, inscrição e ilustração do mapa do Brasil com relevo e hidrografia.",,,,"2,3",,Metal,Brasil,Século XX > 1946,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
12,MCP1084,,Localizado,Moeda,1 centavo,Não identificado,03 Objetos Pecuniários,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",,,,1.9,,Metal > Metal Cunhado,Brasil,Século XX > 1994,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
13,MCP1085,,Localizado,Moeda,1 centavo,Não identificado,03 Objetos Pecuniários,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",,,,1.9,,Metal > Metal Cunhado,Brasil,Século XX > 1994,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
14,MCP1086,,Localizado,Moeda,1 centavo,Não identificado,03 Objetos Pecuniários,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",,,,1.9,,Metal > Metal Cunhado,Brasil,Século XX > 1994,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
15,MCP1087,,Localizado,Moeda,1 centavo,Não identificado,03 Objetos Pecuniários,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",,,,1.9,,Metal > Metal Cunhado,Brasil,Século XX > 1994,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
16,MCP1088,,Localizado,Moeda,1 centavo,Não identificado,03 Objetos Pecuniários,"moeda metal prateado. Verso: Ao centro valor orlado abixo por inscrições e ladeado desenhos geométricos. Anverso: canto direito efígie alegoria da República, abaixo inscrição e ladeado a esquerda por desenhos geométricos",,,,1.9,,Metal > Metal Cunhado,Brasil,Século XX > 1996,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
17,MCP1089,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 500 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e decorações fitomórficas. No anverso, inscrições e ilustração de tartaruga marinha.",,,,"1,9",,Metal,Brasil,Século XX > 1992,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
18,MCP1090,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 500 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e decorações fitomórficas. No anverso, inscrições e ilustração de tartaruga marinha.",,,,"1,9",,Metal,Brasil,Século XX > 1992,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
19,MCP1091,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 500 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e decorações fitomórficas. No anverso, inscrições e ilustração de tartaruga marinha.",,,,"1,9",,Metal,Brasil,Século XX > 1992,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
20,MCP1092,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 1000 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e dístico Brasil. No anverso, inscrições e figura de dois peixes acará.",,,,2,,Metal,Brasil,Século XX > 1993,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
21,MCP1093,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 1000 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e dístico Brasil. No anverso, inscrições e figura de dois peixes acará.",,,,2,,Metal,Brasil,Século XX > 1993,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
22,MCP1094,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 1000 Cruzeiros Reais, em metal prateado, com bordo liso, contendo no verso inscrições e dístico Brasil. No anverso, inscrições e figura de dois peixes acará.",,,,2,,Metal,Brasil,Século XX > 1993,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
23,MCP1095,,Localizado,Moeda,1 cruzeiro,Não identificado,03 Objetos Pecuniários,"moeda metal prateado. Verso: mapa do brasil com ponto central (DF) e linhas retas(raios), abaixo inscrições. Anverso: efígie de fuas figuras masculinas , ladeada a esquerda por inscrição e abaixo datas estilizadas. Borda da moeda com inscrições e simbolo",,,,2.8,,Metal > Metal Cunhado,Brasil,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
24,MCP1096,,Localizado,Moeda,1 cruzeiro,Não identificado,03 Objetos Pecuniários,"moeda metal prateado. Verso: mapa do brasil com ponto central (DF) e linhas retas(raios), abaixo inscrições. Anverso: efígie de fuas figuras masculinas , ladeada a esquerda por inscrição e abaixo datas estilizadas. Borda da moeda com inscrições e simbolo",,,,2.8,,Metal > Metal Cunhado,Brasil,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
25,MCP1097,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 10 centavos de Euro, em metal dourado, com bordo serrilhado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições e efígie de Cervantes.",,,,2,,Metal,Espanha,Século XXI > 2003,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
26,MCP1098,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Moeda de 10 centavos de Euro, em metal dourado, com bordo serrilhado, contendo no verso inscrições e mapa da Europa. No anverso, inscrições e efígie de Cervantes.",,,,2,,Metal,Espanha,Século XX > 1999,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
27,MCP1099,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica, cor dourada, anverso: efígie de figura masculina com óculos ao redor estrelas e ao ano de 2000; borda lisa com ranhuras de quase 1 em 1 cm; verso: do lado esquerdo mapa de europa estilizado e no lado direito numero ""20"" abaixo dele EURO CENT.",,,,2.1,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
28,MCP1100,,Localizado,Moeda,,Não identificado,03 Objetos Pecuniários,"Peça circular metálica, cor dourada, anverso: efígie de figura masculina ao redor estrelas e escrita CERVANTES acima deste nome ESPAÑA ano de 1999; borda lisa com ranhuras de quase 1 em 1 cm; verso: do lado esquerdo mapa da Europa estilizado e no lado direito numero ""20"" abaixo dele EURO CENT.",,,,02.05,,Metal,Espanha,Século XX > 1999,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
29,MCP1101,,Localizado,Pintura,,Não identificado,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Pintura policromada representando casa de câmara e cadeia de Pilar de Goiás. Emoldurada com madeira pintada na cor azul.,38.0,45.0,,,,Tecido > Algodão | Madeira | Pigmento | Vidro,Não identificado,Século XX > 199(?),museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
30,MCP1102,,Localizado,Máquina Registradora,,Não identificado,06 Trabalho > 06.4 Equipamento de Atividades Comerciais,"Máquina registradora com teclado numérico nas cores branca e preta, tampo superior azul e fundo ocre. Apresenta alavanca lateral, suporte para rolo de papel na parte posterior e quatro pés de borracha na base.",12.5,19.0,,,,Látex > Borracha | Metal | Plástico,Argentina,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
31,MCP1103,,Localizado,Máquina Registradora,,Não identificado,06 Trabalho > 06.4 Equipamento de Atividades Comerciais,"Maquina registradora na cor preta, com teclado numérico nas cores vermelha, branca e preta. Mostrador com inscrições ""Contos"", ""Milreis"", ""Reis"" na cor prata. Possui alavanca na parte superior frontal e manivela na lateral direita.",50.0,78.0,,,,Acrílico | Madeira | Metal | Vidro,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
32,MCP1104,,Localizado,Luminária - Suporte Para Vela,,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Objeto metálico com suporte em aro, possui duas bases em formato cilindrico nas laterais e recipiente ovalado no centro contornado por ornamentação em fios retorcidos. Pendente ao objeto, preso por duas correntes objeto cilindro vazado com haste ao fundo. Apresenta vestígios de tinta azul.",46.5,28.0,,,,Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
33,MCP1105,54.022 | 030.085,Localizado,Mesa com Gaveta,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Mesa confeccionada em madeira com acabamento rústico, pernas tipo cavalete e gavetão com decoração geométrica em relevo entalhada na parte frontal.",80.0,126.0,,,,Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
34,MCP1106,,Localizado,Armário,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Armário de madeira policromada, decorada com motivos fitomórficos na parte interior das portas e desenhos geométricos no fundo. Predominam as cores azul, amarelo e vermelho.",158.0,106.5,,,,Madeira | Metal,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
35,MCP1107,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Fruto da cabaceira. Formato oval.,16.0,,,12,,Madeira > Cabaça,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
36,MCP1108,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Fruto da cabaceira.,15.0,,,10.5,,Madeira > Cabaça,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
37,MCP1109,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Fruto da cabaceira.,20.5,,,15.5,,Madeira > Cabaça,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
38,MCP1110,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Fruto da cabaceira.,18.0,,,11.4,,Madeira > Cabaça,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
39,MCP1111,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Fruto da cabaceira.,13.3,,,7.4,,Madeira > Cabaça,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
40,MCP1112,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Fruto da cabaceira. Formato alongado.,110.0,,,7,,Madeira > Cabaça,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
41,MCP1113,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Fruto da cabaceira. Formato alongado.,80.0,,,7.5,,Madeira > Cabaça,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
42,MCP1114,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Fruto da cabaceira. Formato alongado e retorcido pintada na cor vermelha.,52.0,16.0,,,,Madeira > Cabaça Pintada,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
43,MCP1115,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Frutoda cabaceira. Formato irregular.,44.5,20.4,,,,Madeira > Cabaça,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
44,MCP1116,,Localizado,Cabaça,,Não identificado,16 Amostras/Fragmentos,Fruto da cabaceira cortado no sentido longitudinal.,11.0,6.3,,,,Madeira > Cabaça Cortada,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-princesa,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1227/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1227
