,Número de registro,Outros números,Situação,Denominação,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
67,GO.99.029.428,,Localizado,Rosário,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Rosário (fragmento) em contas de ouro de forma globular com 10 contas.,,,,,,Metal > Ouro,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
68,GO.99.029.407,,Localizado,Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cálice com base circular em prata frisada, coluna torneada com nó entre dois estrangulamentos com anéis e frisos. Capa lisa em forma de sino invertido. Parte inferior e borda dourada.","0,25 m",,,"0,12,2 m",550 g,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
69,GO.99.029.404,,Localizado,Cálice,Prof. Venturine,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cálice com base circular em prata e a parte superior dourada. Decorada com 6 brasões de esmalte colorido, contornado por frisos e 6 flores prateadas. Parte superior em forma de tronco de cone facetado, decorado com flores, dois nós de frisos e anéis. Arremate com frisos de cordas. Copa em sino invertido dourado, decorado com frisos ondulados na parte inferior, centro em faixa com 2 frisos.","0,26 m",,,"0,17 m",800 g,Metal > Prata,Itália,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
70,GO.99.029.409,,Localizado,Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cálice com base circular abaulada com quatro frisos, com terminação em troco de cone. Coluna torneada com anel na parte inferior e superior. Copa em forma de sino invertido, interior e borda dourada.","0,23 m",,,"0,12 m",400 g,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
71,GO.99.029.072,68.051.029.072,Localizado,Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cálice com base campanular com frisos. Coluna torneada em forma de balaústre em duas bolachas e quatro estrangulamentos. Copa em forma de sino invertido, bordas e interior dourado.","0,28 m","0,12 m",,,550 g,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
72,GO.99.029.879,,Localizado,Presépio,Ailton,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Presépio esculpido em pedra sabão,,,,,,Pedra > Pedra sabão,Brasil > Goiás,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
73,GO.99.029.891,,Localizado,Presépio,Ailton,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Presépio esculpido com casca de cajá,,,,,,Madeira > Casca de Cajá,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
74,GO.99.029.082,68.057.I.029.082 | 49,Localizado,Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cálice de purificação, base circular com frisos na borda, parte superior torneada  e arremate em frisos e anel. Capa alta em forma de sino invertido com arremate em friso na terça parte superior.","0,26 m",,,"0,13 m",950 g,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
75,GO.99.029.880,,Localizado,Presépio,Sandra,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Peças feita de argila com madeira.,,,,,,Rocha > Argila | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
76,GO.99.029.060,68.047.I.029.060,Localizado,Bacia,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Bacia de forma elíptica, rasa com bordas abertas, recortadas.","0,5 m","0,37 m",,,"2,100 Kg",Metal > Prata,Brasil > Rio de Janeiro,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
77,GO.99.029.430,,Localizado,Cruz Episcopal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cruz Episcopal em ouro e pedraria, batido, filigranado, soldado e gravado. Corrente.","0,125 m","0,08 m",,,"0,250 kg",Metal > Ouro,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
78,GO.99.029.520,,Localizado,Presépio,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Tamanho diversos. Com douramento dentro delas parecidas com ouro desfragmentados dentro delas.,,,,,,Pedra > Cristal,Itália,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
79,GO.99.029.408,,Localizado,Cálice,José de Oliveira Coutinho,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cálice com base circular abaulada com dois frisos com terminação campanhar. Coluna torneada, com nó central perifone, três estrangulamentos, com anéis copa em forma de sino invertido, interior dourado.","0,25 m",,,"0,12 m",,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
80,GO.99.029.434,,Localizado,Cruz Episcopal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Motivos fitomorfos, geométricos e florais em baixo relevo. Pedras semipreciosa ao meio e nas laterais. Segurada por um cordão verde claro.","0,13 m","0,065 m",,,,Metal > Ouro,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
81,GO.99.029.070,68.050.029.070,Localizado,Sacra do Lavabo,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Sacra retangular com inscrição no interior em latim, peça recortada.",,"0,22 m",,,"0,100 Kg",Madeira | Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
82,GO.99.029.406,,Localizado,Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Base circular com friso e nervuras, parte superior abaulada com forma dividida verticalmente em 6 secções, com nervura decoração em raio, flores e folhas. Peça com detalhes de alto e baixo relevo","0,17 m",,,,800 g,Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
83,GO.99.029.183,,Localizado,Coroa,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Coroa fechada com frisos de ponta de diamentes. Parte central com elementos entrelaçados com volutas sepadas por folhas. Base enfeitada com esferas e pomba com asas abertas.,"0,36",,,30.12,,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
84,990.290.714,68.050.II.029.071,Localizado,Sacra de consagração,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Sacra de consagração com escritas em latim, recortada com ornamentos nas bordas.","0,41 m","0,51 m",,,"2,56 Kg",Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
85,GO.99.029.197,83.046.029.197,Localizado,Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cálice com base circular, três frisos lisos, parte superior abaulada terminada por uma cruz gamada. Coluna torneada, centro em forma de gota entre estrangulamentos com anéis. Copa em forma de sino invertido, borda aberta e com o interior da copa dourada.","0,24 m",,,"0,10 m",550 g,Metal > Prata,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
86,99.029.069,68.050.029.069,Localizado,Sacra do evangelho,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Sacra retangular com inscrição no interior em latim.,,"0,22 m",,,"1,10 Kg",Metal > Prata,Não identificado,Século XVIII,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
87,GO.99.029.849,,Localizado,Cruz com Cristo e Nossa Senhora,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Cristo crucificado em bronze. Cruz de madeira e a imagem de Nossa Senhora na parte inferior feita de bronze.,"0,22 m","0,13 m",,,,Metal > Bronze | Madeira,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
88,GO.99.029.432,,Localizado,Cruz peitoral,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Cruz peitoral, platina com trave chapada com porteiras tendo em suas extremidades estrelas.","0,22 m",,,,"0,50 Kg",Mineral > Quartzo > Ametista | Metal > Ouro | Metal > Prata,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
89,GO.99.029.848,,Localizado,Crucifixo,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,Cristo em broze e cruz de madeira com detalhes geométricos em toda a sua extensão. Detalhes em plastico branco duro  e detalhes em madrepérola.,"0,17 m","0,09 m",,,,Metal > Bronze | Madeira,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
90,GO.99.029.467,,Localizado,Nossa Senhora,José Joaquim da Veiga Valle,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Peça esculpida em madeira cedro século XIX, sob os pés da nossa senhora três anjos manto em movimento.","0,26 m","0,12 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
91,GO.99.029.510,,Localizado,Mesa (de apoio),Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Mesa de formato circular em quatro pés de secções quadradas e lisas. Tampo circular e liso sem decorações, tendo borda em frisos. Na parte inferior entre os pés duas traves retas e lisas e ao centro um tampo pequeno de forma oval com bordas de frisos lisos.","0,79 m","0,68 m",,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
92,GO.005.029.914,,Localizado,Nosso Senhor dos Passos,José Joaquim da Veiga Valle,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peça esculpida em madeira cedro, de joelhos sobre uma base em madeira, perna direita ajoelhada e esquerda em sentido para frente com o pé na base. Veste em tecido roxo, com cordão de S. Francisco amarrado à cintura. Pés descalços, barba, olhos em vidro, manchas de sangue no rosto, carregando a cruz. Policromia.","0,46 m","0,16 m",,,,Madeira > Cedro | Tecido,Brasil > Goiás,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
93,GO.99.029.602,,Localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Manípulo em tafetá verde, cruzes das extremidades em veludo branco contornada por sutache vermelha. Cruz central e presilha em sutache vermelha. Forro em alpaca amarelo claro. Cruzes das extremidades em forma de estrela.","0,94 m","0,10 m",,,,Tecido > Alpaca | Tecido > Sutache | Tecido > Tafetá | Tecido > Veludo,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
94,GO.99.029.623,,Localizado,Manípulo,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Manípulo branco com decoração bordada em verde, forro verde de tafetá, elástico branco.","1,18 m","0,85 m",,,,Tecido > Gorgurão | Tecido > Tafetá,Não identificado,Século XX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
95,GO.99.029.352,83.160.029.352,Localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Véu de Cálice em tecido adamascado preto, com motivos florais dourados. Peça toda contornada por fita metalizada dourada. Bordadura de estrelas em fios metalizados dourados. Forro de popeline preto recente.","0,73 m","0,73 m",,,,Metal > Fio Metalizado | Tecido > Galão | Tecido > Gorgurão | Tecido > Popeline,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
0,GO.99.029.346,83.154.029.346,Localizado,Mitra,Não identificado,12 Objetos Pessoais > 12.8 Peça de Indumentária,"Mitra em tecido acetinado bege, pintada na cor mostarda com motivos em volutas. Na parte frontal uma cruz branco e preto, debruada por galão bege. Armação em papelão, forrada por tecido sarjado bege. Bordas internas forradas por couro.","0,27 m","0,35 m",,,,Tecido > Cetim | Couro | Papel,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
1,GO.99.029.619,,Localizado,Bolsa do Corporal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Peça em tecido preto aveludado, laterais bordadas em galões dourados com motivos fitomorfos em cachos de uvas, folhas de parreira e cruzes espalhadas dentro do bordado. Na frente e ao centro uma cruz composta pelos mesmos motivos citados. Na parte posterior os mesmos bordados nas laterais mas sem a cruz. Lateral aberta de um lado, forrada em tecido branco.","0,22 m","0,22 m",,,,Tecido > Galão | Tecido > Veludo,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
2,GO.99.029.656,,Localizado,Bolsa do Corporal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Bolsa de forma quadrangular em gorgurão branco, sendo a parte posterior em algodão acetinado com forro em linha branca. Peça decorada com galão metalizado dourado nas laterais e ao centro formando uma cruz.","0,22 m","0,22 m",,,,Tecido > Algodão | Tecido > Galão | Tecido > Gorgurão | Papel,Não identificado,Século XIX,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
3,GO.99.029.700,,Localizado,Bolsa do Corporal,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Peça em tecido branco, laterais cobertas por bordado vermelho e amarelo ouro formando motivos tipo xadrez. Ao centro cruz de mesmo bordado. Lateral aberta de um lado e forrada em tecido amarelo.","0,195 m","0,20 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
4,-,83.185.029.377,Localizado,Véu de Cálice,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Peça quase quadrada em cetim marrom dourado com forro também dourado. Tendo na parte frontal cruz de galão dourado.,,"0,53 m",,,,Tecido,Não identificado,Não identificada,museusibramgoias_-_museu-casa-da-boa-morte,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/3387/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,3387
