,Outros números,Denominação,Título,Autor,Resumo descritivo,Material/Técnica,Classificação,Data de produção,Local de produção,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
47,T 897,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
48,T 896,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
49,T 895,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
50,T 894,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
51,T 893,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
52,T 892,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
53,T 891,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
54,T 890,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
55,T 889,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
56,T 888,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
57,T 887,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
58,T 886,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado. Na bolacha que está afixada na parede e a penúltima, próximo a ponta,  decoração em alto relevo.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
59,T 977,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
60,T 976,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
61,T 975,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
62,T 974,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
63,T 973,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
64,T 972,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
65,T 971,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
66,T 970,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
67,T 969,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
68,T 968,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
69,T 967,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
70,T 966,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
71,T 965,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
72,T 964,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
73,T 963,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
74,T 962,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
75,T 961,Aparador de Cortina,,Não identificado,"Peça redonda, afixada a parede por meio de parafuso; Dividida em 5 níveis de bolachas terminando sua ponta com um circulo. Toda em dourado.",Gesso | Madeira | Pó de Ouro,05 Interiores > 05.1 Acessório de Interiores,[s.d.],Não identificado,,museucasadahera_-_acervo-museologico,https://museucasadahera.acervos.museus.gov.br/wp-json/tainacan/v2/collection/7/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,7
