,Denominação,Número de registro,Título,Classificação,Data de produção,Autor,Material/Técnica,Local de produção,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - espessura,Resumo descritivo,Condições de reprodução,ACERVO,URL,TAINACAN_COLECTION_ID
66,Retrato (pintura),REG.0931,"""Me. Marie Clotilde de Vaux""",02 Artes Visuais/Cinematográfica > 02.6 Pintura,Não identificada,Não identificado,Cola | Grafite | Papel | Tinta,Não identificado,"25,7",21,,,,"Ao centro figura feminina de meio corpo levemente voltada para direita. Cabelos partidos no meio abaixo da orelha. Traja blusa escura fechada por botão na altura da gola batida em branco. Na parte inferior colagem com inscrições: ""ME.. MARIE CLOTILDE DE VAUX.........."". Fundo claro com moldura pintada no suporte de branco. Colada sobre papel.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
67,Retrato (estampa),REG.0932,"""Madame Clotilde de Vaux""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,"22,7","15,6",,,,"Ao centro dentro de retângulo, busto de figura feminina levemente voltada para direita. Cabelos partidos no meio, abaixo da orelha. Traja blusa escura com decote em ""V"" e acabamento em renda. Fundo escuro. Na parte inferior ao centro a inscrição: ""MADAME CLOTILDE DE VAUX/(NÉE MARIE)/3 AVRIL 1815 - 5 AVRIL 1846"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
68,Retrato (pintura),REG.0933,Isidore Auguste Marie François Xavier Comte,02 Artes Visuais/Cinematográfica > 02.6 Pintura,Não identificada,Não identificado,Grafite | Papel | Tinta,Não identificado,"20,8","16,7",,,,"Ao centro busto de figura masculina de frente. Calvo, com cabelos partidos para esquerda, na altura da orelha. Traja paletó com gola batida, colete com gola batida fechado por botão e blusa escura com gola branca. Na parte inferior a inscrição: ""COMTE"". Fundo claro.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
69,Retrato (estampa),REG.0934,"""General Benjamim Constant""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,"35,6 / 74,0(suporte)","31,5 / 53,0 (suporte)",,,,"Dentro de retângulo, busto de figura masculina levemente voltado à direita, cabelos partidos, na altura da orelha, usa pince-nez, bigode e cavanhaque. Trajando uniforme escuro com gola batida com quatro botões, camisa branca com gola de padre e gravata borboleta escura. Nos ombros, passadeiras. Fundo branco. Colado sobre suporte.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
70,Retrato (estampa),REG.0935,Maria Joaquina da Costa Botelho de Magalhães,02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,36,"24,2",,,,"Busto de figura feminina, de frente, com cabelos presos, usa brincos, traja blusa escura com gola alta, peito drapeado, laterais e pescoço em decoração rendilhada, gravata borboleta branca.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
71,Retrato (estampa),REG.0936,"""O Legendário General Gomes Carneiro""",02 Artes Visuais/Cinematográfica > 02.4 Estampa,Não identificada,Não identificado,Papel | Tinta,Não identificado,"31,5","24,8",,,,"Dentro de moldura frisada de azul e vermelho, busto de figura masculina de frente com cabeça levemente voltada para esquerda, cabelos partidos para esquerda, com bigode e cavanhaque. Traja indumentária militar fechada na frente por botões e duas carreiras de alamar, com gola alta com broche e colarinho branco, nos ombros platinas. A frente no canto inferior direito, cartela com pássaro na parte superior, sobre ramos de palma e carvalho com a inscrição: ""O LEGENDARIO GENERAL/GOMES CARNEIRO/O HEROE DO CERCO DA LAPA/RIO DA VARZES - 15 DE DEZEMBRO DE 1893./LAPA - 17-22-29 DE JANEIRO DE 1894/E 7 DE FEVEREIRO DE 1894./MORTO APÓS O ULTIMO COMBATE DA LAPA/EM 9 DE FEVEREIRO DE 1894."", ""LUCAS"".",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
72,Vitrina-armário,REG.0937,,05 Interiores > 05.5 Peça de Mobiliário,Século XX,Não identificado,Madeira | Metal | Tecido | Vidro,Não identificado,164,89,,,,"Em formato retangular. Parte superior em balaustrada, vértices facetados e abaixo cornija. Corpo em vidro decorado em motivos florais, com molduras em madeira e acabamento nos vértices em duas colunas torneadas. Porta na parte da frente com fechadura. Base com saia escalonada e quatro pés torneados. Interior com duas prateleiras e revestimento em veludo, cor de vinho.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
73,Caçarola,REG.0938,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Metal | smalte | Tinta,Não identificado,"9,8",,,"36,5",,"De formato circular em metal, estreitando para o fundo, com borda e alças tubulares sinuosas fixadas por dois parafusos. Interior em esmalte branco.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
74,Faca de Mesa,REG.0939,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Alemanha,,"2,5","24,5",,"1,5","Composto por cabo e lâmina. Cabo oval em madeira com extremidade curva, lâmina ondulada em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
75,Faca de Mesa,REG.0940,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Alemanha,,"2,5","24,5",,"1,5","Composto por cabo e lâmina. Cabo oval em madeira com extremidade curva, lâmina ondulada em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
76,Faca de Mesa,REG.0941,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Alemanha,,"2,5","24,5",,"1,5","Composto por cabo e lâmina. Cabo oval em madeira com extremidade curva, lâmina ondulada em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
77,Faca de Mesa,REG.0942,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Alemanha,,"2,5","24,5",,"1,5","Composto por cabo e lâmina. Cabo oval em madeira com extremidade curva, lâmina ondulada em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
78,Faca de Mesa,REG.0943,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Alemanha,,"2,5","24,3",,"1,5","Composto por cabo e lâmina. Cabo oval em madeira com extremidade curva, lâmina ondulada em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
79,Faca de Mesa,REG.0944,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Alemanha,,"2,5","24,3",,"1,5","Composto por cabo e lâmina. Cabo oval em madeira com extremidade curva, lâmina ondulada em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
80,Faca de Mesa,REG.0945,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Alemanha,,"2,5","24,5",,"1,5","Composto por cabo e lâmina. Cabo oval em madeira com extremidade curva, lâmina ondulada em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
81,Faca de Mesa,REG.0946,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Alemanha,,"2,5","24,5",,"1,5","Composto por cabo e lâmina. Cabo oval em madeira com extremidade curva, lâmina ondulada em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
82,Faca de Mesa,REG.0947,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Alemanha,,"2,5","24,5",,"1,5","Composto por cabo e lâmina. Cabo oval em madeira com extremidade curva, lâmina ondulada em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
83,Garfo de Mesa,REG.0948,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,3",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
84,Garfo de Mesa,REG.0949,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,1",,"1,4","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
85,Garfo de Mesa,REG.0950,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,1",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
86,Garfo de Mesa,REG.0951,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,1",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
87,Garfo de Mesa,REG.0952,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,3",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
88,Garfo de Mesa,REG.0953,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,3",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
89,Garfo de Mesa,REG.0954,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,2",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
90,Garfo de Mesa,REG.0955,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,3",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
91,Garfo de Mesa,REG.0956,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,1",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
92,Garfo de Mesa,REG.0957,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,2",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
93,Garfo de Mesa,REG.0958,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,"2,2","21,3",,"1,5","Composto por cabo e concha. Cabo oval em madeira com extremidade curva, concha com quatro dentes pontiagudos com extensão cônica em metal e união em metal lisa.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
94,Faca de Sobremesa,REG.0959,,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Século XX,Não identificado,Madeira > Ébano | Metal,Não identificado,,2,"21,5",,"1,3","Composto por cabo e lâmina. Cabo quadrangular em madeira com extremidade curva, lâmina ondulada em metal e união em metal frisada.",,museucasabenjaminconstant_-_acervo-museologico,https://museucasabenjaminconstant.acervos.museus.gov.br/wp-json/tainacan/v2/collection/5347/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,5347
