,Número,Coleção,Título,Procedência,Data,Ano,Material/Técnica,Objeto,Dimensões,Descrição,Autor,ACERVO,URL,TAINACAN_COLECTION_ID
69,1371,Reproduções Fotográficas,Cais do Porto de Vitória,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Vista anterior ao aterro, atrás da muralha do Cais do Porto. Vemos muitas toras de madeiras e barcos.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
70,1372,Reproduções Fotográficas,Avenida Jerônimo Monteiro,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Vista da Avenida Jerônimo Monteiro (antes do Aterro). À frente bonde. Ao fundo carros, pedestres e casario",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
71,1373,Reproduções Fotográficas,Praça Costa Pereira,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Vista da Praça Costa Pereira (ainda sem as árvores).,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
72,1374,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Casas para os funcionários em construção. Jucutuquara.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
73,1375,Reproduções Fotográficas,Rua Jerônimo Monteiro,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Rua Jerônimo Monteiro. Ao centro pedestres e carro estacionado. Dos lados casario.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
74,1376,Reproduções Fotográficas,Ponte de Vitória (Cinco Pontes),Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto da Ponte de Vitória. Vemos dois vãos montados e à frente uma pequena ponte de madeira.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
75,1377,Reproduções Fotográficas,Morro da Pedra d'água,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Vista da hospedaria dos imigrantes, construída em 1874. Barracões sobre a Ilha das Cobras, onde atualmente se localiza o Instituto de Readaptação Social (Penitenciaria de Vila Velha).",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
76,1378,Reproduções Fotográficas,Venda Nova do Imigrante,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Vista de pequenas propriedades com lavouras de café rodeadas por granjas.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
77,1379,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Casas para os funcionários, em fase de conclusão. Jucutuquara.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
78,1380,Reproduções Fotográficas,Venda Nova do Imigrante,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Vista da atual região de Venda Nova do Imigrante. Região desmatada e ao fundo uma igreja.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
79,1381,Reproduções Fotográficas,Vale do Rio Cinco de Novembro,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Vista de um riacho com algumas casas nas margens.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
80,1382,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Jucutuquara antes da abertura de ruas e praças. Vemos uma linha de bonde e uma casa destelhada à direita.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
81,1383,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Jucutuquara em obras as casas dos funcionários.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
82,1384,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Operários trabalhando em obras no Bairro de Jucutuquara.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
83,1385,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Casas em construção em Jucutuquara.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
84,1386,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto das casas para fucionários em Jucutuquara em fase de conclusão das obras.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
85,1387,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto das casas para fucionários em Jucutuquara em fase de conclusão das obras.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
86,1388,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto das casas para fucionários em Jucutuquara em fase de conclusão das obras.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
87,1389,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto das casas para fucionários em Jucutuquara em fase de conclusão das obras.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
88,1390,Reproduções Fotográficas,Avenida Vitória,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto da Avenida Vitória onde vê-se operários trabalhando na construção do calçamento.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
89,1391,Reproduções Fotográficas,Avenida 15 de Novembro,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Aspecto da Avenida 15 de novembro, vista do Solar Monjardim. Vemos ao centro a vala da avenida. Atual Avenida Paulino Muller.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
90,1392,Reproduções Fotográficas,Avenida Vitória,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Aspecto da Avenida Vitória, próximo à Praça Asdrubal Soares. Ao fundo o prédio da Escola Técnica Federal. No centro vemos os trilhos do bonde.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
91,1393,Reproduções Fotográficas,Praça Asdrubal Soares,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto da Praça Asdrubal Soares no Bairro de Jucutuquara. Há pessoas em frente a casa da praça.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
92,1394,Reproduções Fotográficas,Praça Asdrubal Soares,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto da Praça Asdrubal Soares no Bairro de Jucutuquara. Há pessoas em frente a casa da praça. À direita linha de bonde.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
93,1395,Reproduções Fotográficas,Avenida 15 de Novembro,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto da Avenida 15 de Novembro. À direita casas comerciais e sobrados e à esquerda a vala.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
94,1396,Reproduções Fotográficas,Avenida 15 de Novembro,Não identificado,,,Preto e branco | Reprodução,Reprografias,"24,5 x 18 cm",Década de 1924-1928. Aspecto da Vala da Avenida 15 de Novembro em Jucutuquara - onde antes passava um riacho. Ao fundo o Solar Monjardim.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
95,1397,Reproduções Fotográficas,Praça Costa Pereira,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Vista da futura Praça Costa Pereira, antes da sua abertura. Vemos casario e ao fundo o canal da baía de Vitória.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
0,1398,Reproduções Fotográficas,Viaduto de São Francisco,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Aspecto do Viaduto de São Frnacisco em Vitória.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
1,1399,Reproduções Fotográficas,Praia Comprida,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. vista de um trecho da estrada da praia comprida - atual Praia do Canto.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
2,1400,Reproduções Fotográficas,Praia Comprida,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Estrada da Praia Comprida com trecho do Romão. Alargado e em parte já pavimentada em cimento armado,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
3,1401,Reproduções Fotográficas,Rua Graciano Neves,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Drenagem da rua Sete de Setembro no centro de Vitória e abertura da Rua Graciano Neves, com a demolição do Theatro Melpomene.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
4,1402,Reproduções Fotográficas,Rua Sete de Setembro,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Abertura do trecho final da Rua Sete de Setembro.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
5,1403,Reproduções Fotográficas,Viaduto São Francisco,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Viaduto de São Francisco em construção. Vemos ao fundo casario e parte do convento de São Francisco.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
6,1404,Reproduções Fotográficas,Avenida Vitória,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm","Década de 1924-1928. Aspecto da Avenida Vitória. À esquerda trilho de bonde e à direita, no alto, casario e alguns pedestres.",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
7,1405,Reproduções Fotográficas,Avenida 15 de Novembro,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Década de 1924-1928. Proteção construída em volta do canal. Feita pela prefeitura de Vitória entre as ruas. À direita uma Praça. Ao fundo morro e casario.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
8,1406,Reproduções Fotográficas,Avenida Vitória,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Calçamento da Avenida Vitória. Na altura do Morro do Forte de São João. Ao centro bonde sobre trilhos e homens trabalhando.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
9,1407,Reproduções Fotográficas,Avenida 15 de Novembro,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Avenida 15 de Novembro. No meio o canal. Casas padronizadas. Postes de iluminação e trilhos de bonde.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
10,1408,Reproduções Fotográficas,Bairro de Jucutuquara,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Vista da Escola Técnica Federal do ES. À frente o Estádio Governador Bley e ao fundo o canal de Vitória e morro do Penedo.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
11,1409,Reproduções Fotográficas,Igreja de São Sebastião,Não identificado,,,Preto e branco | Reprodução,Reprografias,"18 x 24,5 cm",Igreja de São Sebastião em Jucutuquara. Vemos homens trabalhando no calçamento da avenida (atual Paulino Muller). Canal no meio da rua.,Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
12,1410,Reproduções Fotográficas,Esboço da Planta de Vitória,Não identificado,,,Preto e branco | Reprodução,Reprografias,18 x 24 cm,"Mapa da Ilha de Vitória em 23 de maio de 1896, destacando-se o ""Novo Arrabalde"". Projetado pelo Engenheiro Saturnino Rodrigues de Brito a pedido do Governador Muniz Freire. O novo arrabalde compreendia a região dos atuais bairros de Jucutuquara, Maruípe,",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
13,1411,Reproduções Fotográficas,Typo de Casa para Proletário,Não identificado,,,Preto e branco | Reprodução,Reprografias,18 x 24 cm,"""Novo Arrabalde"". Projetado pelo Engenheiro Saturnino Rodrigues de Brito a pedido do Governador Muniz Freire. O novo arrabalde compreendia a região dos atuais bairros de Jucutuquara, Maruípe, Bairro de Lourdes, Praia do Suá, Bento Ferreira e Praia do Cant",Ignorado,museusolarmonjardim_-_documentos-historicos,https://museusolarmonjardim.acervos.museus.gov.br/documentos-historicos/,31273
