,Número de registro,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
34,18,Acéter,,Não identificado,09 Objetos Cerimoniais > 09.3 Objeto de Culto,"Caldeirinha de bojo circular, com a metade inferior em gomos; estrangulamento ao meio; boca mais larga decorada por friso grego, com a borda ressaltada. Alça presa por pinos junto à borda, decorada por dois acantos ao meio, onde se encontra arrematada por argola. Interior com recipiente circular, atarraxado.","11,0*",,,"15,0",,fundição | latão | prensa,Brasil,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
35,17,Campainha,,Não identificado,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,"Campainha de bojo cônico, em seqüência de frisos, com inscrição de data em relevo. Alça articulada, com parte metálica inferior e madeira torneada superior. Badalo em forma de pingente.","33,0",,,"13,5",,ferro fundidos | madeira | torneado bronze,Brasil > Minas Gerais,1714 | Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
36,16,Campainha,,Não identificado,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,"Campainha de bojo semi-esférico, liso, com cabo fino, torneado. Badalo esférico, preso por corrente.","17,0",,,"11,0",,bronze | ferro fundidos,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
37,15,Imagem de santo,São José,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, de pé, em posição frontal, cabeça erguida, com olhos à frente; cabelos marrons; bigode e barba cheios. Braço direito flexionado à frente, mão segurando um cajado comprido, com a parte superior florida; braço esquerdo sustentando o Menino Jesus, assentado, de túnica branca, com os braços à frente e mãos de segurar. S. José veste túnica azul, manto marrom, com dobra amarela superior; pés descalços em ângulo. Ambos trazem resplendores prateados, com raios, e elemento piramidal ao meio. Base quadrada, de quinas chanfradas e bordas arredondadas, pintada de cinza.","73,0"," 24,0 ","34,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
38,14,Cristo crucificado,Crucifixo,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Cruz com traves imitando tronco desgalhado, com pintura em verde metalizado, com os nós dourados; base quadrada, em forma de rochedo com seis protuberâncias, pintada de bege; título recortado em galhardete, com resto de inscrição “...IRI”, em preto sobre fundo branco. Imagem de Cristo em posição frontal, pregada por três cravos, com cabeça pendida à esquerda, de olhos fechados; cabelos compridos, com ponta caída à esquerda; de bigode e barba. Braços estendidos em “Y”, com as mãos de abençoar. Pernas dobradas, com joelhos chagados; pés sobrepostos, com o pé direito sobre o esquerdo. Vestido por perizônio branco, seguro por duplo cordão, com laço saliente à esquerda, em aspiral. Corpo com marcas e estrias vermelhas imitando chagas e sangue, inclusive o corte do lado direito do peito.","78,0"," 38,0 ","17,0",,,douramento | entalhe | madeira | ouro | policromia | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
39,13,Imagem de santo,São José,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, assentada, em posição frontal; cabeça à frente, de olhar abaixado; de cabelos, bigode e barba marrons. Braços flexionados à frente, de mãos postas; pernas dobradas; pés em ângulo, calçados em botas pretas de cano alto. Vestido de túnica marrom; manto azul escuro, de forro vermelho, com contorno em dourado. Base irregular, com recortes imitando rocha.","15,0","8,0 ","6,5",,,entalhe | pedra sabão | policromado | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
40,12,Imagem da Virgem Maria,Nossa Senhora,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, assentada, em posição de meio perfil; cabeça voltada à direita, para onde dirige o olhar; de cabelos marrons e compridos. Braço direito flexionado junto ao peito, com a mão aberta; braço esquerdo estendido lateralmente, de mão espalmada; pernas dobradas; pés em ângulo. Vestida de túnica branca, em motivos florais; mantelete amarelo, com riscos dourados; manto azul escuro, de forro vermelho, com contorno em dourado; véu em azul claro, contornado por friso dourado. Base irregular, imitando rocha, em tom marrom.","15,0","8,0 ","6,0",,,entalhe | pedra sabão | policromado | tinta,Brasil > Minas Gerais,Século XVIII/XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
41,11,Oratório,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório retangular, com os dois pés dianteiros losangulares e os traseiros recortados em ¼ de círculo. Base emoldurada à frente e chanfrada dos lados. Porta com entalhe de baixo relevo, representando três espigas de trigo presas por laço, um ramo de videira com frutos, as Armas do Império e uma cartela com a inscrição “JNRJ”; contorno em friso preto; há resquícios de pintura em verde, amarelo, preto e marrom no entalhe. Enquadramento da porta emoldurado. Arremate superior em moldura alta de forma triangular, de centro liso, com um risco de semi-círculo. Laterais lisas, a da direita com inscrição dentro de quadrículo: “16 9bro – Sza – 1848”.","63,0"," 25,5 ","21,5",,,entalhe latão | madeira | recorte,Brasil > Minas Gerais > Norte de Minas Gerais,1848 | Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
42,10,Oratório,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório retangular, de frente dourada e emoldurada, com fundo em vermelho, com mísulas superiores e enrolamentos inferiores. Laterais em frisos dourados curvos e vazados, com volutas e acantos. Interior em rendilhado. Parte superior em arco dourado, de fundo vermelho, com fecho em mísula de volutas; cantos em triangulo com acantos; laterais em volutas e acantos salientes. Moldura superior larga, em frisos dourados e vermelhos, com arremate em concha dourada, com festões caídos pelos lados, seguros nas quinas por pássaros dourados. Laterais lisas e pintadas de vermelho. Interior sem pintura.","62,5"," 41,0 ","20,0",,,douramento | entalhe | madeira | ouro | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
43,9,Imagem de santo,Santa Bárbara,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, jovem, em posição frontal, de cabeça erguida, com os olhos direcionados à frente. Cabelos penteados e presos ao alto por coque. Braço direito flexionado à frente, sem a mão; braço esquerdo flexionado lateralmente, com a mão abraçando uma torre. Perna direita flexionada e a esquerda de apoio. Pés em ângulo. Vestida por túnica azul, de padronagem em motivos florais dourados, e a gola destacada em círculos dourados; manto ocre jogado pelo braço esquerdo, de fundo em padronagem floral vermelha, seguro por faixa dourada terminada em borlas. Calçada por sapatos pretos. A torre que lhe acompanha tem a metade inferior em quatro faces, de cor branca, com traços pretos imitando tijolinhos; porta verde com enquadramento dourado, em arco, e óculo quadrilobulado, com círculo dourado ao meio; metade superior cilíndrica, também em branco com traços imitando tijolinhos; três janelas arqueadas, de fundo verde e enquadramento dourado; óculo em cruzeta. Cobertura em cúpula vermelha arrematada por pináculo dourado, com friso dourado inferior. Base retangular em escócia marmorizada de vermelho.","27,5","13,5 ","8,0",,,douramento | entalhe | madeira | ouro | policromia | tinta,Brasil > Nordeste,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
44,8,Oratório,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório retangular, com porta de duas folhas, arqueadas, cada uma com quatro almofadas altas; com argolas de metal, tramela interna e dois pares de dobradiças à vista; enquadramento da porta em pilastras retas, de moldura reentrante, com fragmentos de cimalha ao alto; parte superior em arco pleno, de moldura reentrante, com laterais ressaltadas – possuí um pino metálico ao alto. Laterais lisas, pintadas de vermelho. Faces internas da porta pintadas em vermelho e branco.","51,0"," 36,0 ","16,5",,,entalhe | fundição | madeira | pintura metal | recorte | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
45,7,Peanha,Peanha de imagem,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Peanha atributiva em globo envolvido por tufos de nuvens, pintados de azul, com sete cabeças de querubins, sendo cinco dispostas de forma enfileirada, na parte superior, e duas ao centro, por baixo. As cabeças têm cabelos curtos, com recortes curvos, com topetes e asas voltadas para cima, em vermelho matizado. Quatro querubins têm os olhos abertos e três fechados.","22,0","21,0 ","20,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
46,6,Imagem de santo,São Benedito,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura masculina, jovem, de tez negra, de pé, em posição frontal, com a cabeça erguida, com olhos direcionados à frente; cabelos curtos, encaracolados. Braços flexionados à frente, sem as mãos. Perna direita flexionada e a esquerda de apoio; com os pés em ângulo. Vestido de hábito preto, cingido por cordão, com ponta de um só nó pendente; capuz alto por trás. Base circular irregular.","32,5"," 14,0 ","12,0",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
47,5,Oratório,,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório retangular, com a parte superior em arco. Pés cilíndricos; base emoldura e frisada. Porta em arco, de duas folhas, com almofadas apenas demarcadas por frisos, com um trinco ao meio; resquício de pintura simbólica nas faces internas: a coroa de espinhos (folha direita) e turquesa, esponja, lança e palmas cruzetas (folha esquerda); boca em recorte de rendilhados em semi-círculo e triângulos delimitados por pontilhados. Interior com pintura azul com motivos florais estilizados. Laterais com par de alças para fixação da correia.","31,0"," 20,0 ","12,5",,,folha de flandres | pintura | recorte | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
48,4,Imagem da Virgem Maria,Nossa Senhora da Apresentação,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de pé, em posição frontal. Cabeça erguida, com olhar direcionado à frente; de cabelos compridos, com duas pontas caídas pela frente. Braço direito flexionado à frente, sem a mão; braço esquerdo flexionado junto ao peito, com a mão sustentando uma almofada formada por dobra do manto, onde deveria se deitar (ou assentar) o Menino Jesus. Perna direita levemente dobrada e a esquerda de apoio. Vestida com túnica azul claro; manto azul escuro, de fundo branco, com a borda vermelha, caído por trás e em diagonal ao meio. Base atributiva em globo terrestre azul, com três cabeças de anjos. Peanha vermelha, circular na frente e reta por trás. Furada ao fundo.","19,0","7,5 ","6,0",,,barro | cozimento | modelagem | policromia | tinta,Brasil > São Paulo,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
49,3,Oratório,Santo Onofre,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório retangular, de base larga e emoldurada, com ressaltos nas quinas. Porta de duas folhas lisas delimitadas por friso liso na borda, com recorte curvo superior; com fecho de ganho ao meio. Boca enquadrada por colunas salomônicas, em dourado, coroada por ondulado dourado, com arremate em arco frisado. Moldura lateral vazada, para passagem da correia, presa nos botões encaixados na parte inferior das laterais. Interior com pintura imitando marmorizado, com desenho de palmas. Imagem de figura masculina, nu, com corpo coberto apenas pela barba e cabelo, de mãos postas, de pé sobre base circular pintada de vermelho.","30,0"," 18,5 ","11,0",,,douramento | entalhe | madeira | ouro | policromia | tinta,Brasil > Minas Gerais,Século XVIII,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
50,1,Imagem de santo,Santa Rita de Cássia,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Figura feminina, de pé, em posição frontal, com a cabeça erguida e olhos direcionados à frente. Braços flexionados à frente, sem as mãos. Pés aparentes. Vestida de túnica preta, com a parte inferior em drapeado reto; véu preto caído até á altura dos joelhos. Base circular, preta, com ovulado vermelho à frente.","19,0"," 16,5 ","5,5",,,entalhe | madeira | policromia | tinta,Brasil > Minas Gerais,Século XIX,museuregionaldecaete_-_acervo,https://museuregionaldecaete.acervos.museus.gov.br/wp-json/tainacan/v2/collection/848/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,848
